Gene	Chr	ABRF-ILMN-RIBO-A-1	ABRF-ILMN-RIBO-A-2	ABRF-ILMN-RIBO-A-3	ABRF-ILMN-RIBO-A-4	ABRF-ILMN-RIBO-B-1	ABRF-ILMN-RIBO-B-2	ABRF-ILMN-RIBO-B-3	ABRF-ILMN-RIBO-B-4	ABRF-ILMN-RNA-A-1	ABRF-ILMN-RNA-A-2	ABRF-ILMN-RNA-A-3	ABRF-ILMN-RNA-A-4	ABRF-ILMN-RNA-B-1	ABRF-ILMN-RNA-B-2	ABRF-ILMN-RNA-B-3	ABRF-ILMN-RNA-B-4
ADAMTS5	chr21	733	457	534	817	1285	1458	914	901	433	527	649	689	1344	1132	1520	1391
ADAMTS6	chr5	994	730	730	894	191	240	154	127	415	584	534	694	108	78	138	101
ADAMTS7	chr15	17	12	8	8	4	8	2	2	126	79	24	55	16	14	18	14
ADAMTS8	chr11	4	4	2	8	125	160	95	71	23	20	12	28	389	367	443	311
ADAMTS9	chr3	1046	728	559	652	1418	1755	985	881	916	1046	861	971	1593	1611	2220	1669
ADAMTSL1	chr9	631	449	257	338	236	261	159	123	757	762	616	865	292	321	455	324
ADAMTSL2	chr9	6	0	2	0	45	98	40	31	52	10	4	6	111	245	221	74
ADAMTSL3	chr15	52	50	12	33	603	763	399	400	56	56	59	64	515	467	537	439
ADAMTSL4	chr1	188	155	82	99	31	49	41	12	1665	1266	740	1168	49	65	78	72
ADAMTSL5	chr19	30	23	22	20	19	22	20	8	256	259	93	175	19	34	33	22
ADAP1	chr7	4	0	5	3	22	77	26	21	22	17	9	15	119	130	183	88
ADAP2	chr17	79	30	41	44	198	272	128	122	190	175	176	187	223	245	277	209
ADAR	chr1	14121	9519	6817	7771	15593	19488	11214	9957	21350	23812	20980	26295	22921	22856	29885	21417
ADARB1	chr21	1915	1388	1087	1443	2187	2967	1669	1451	3833	3942	3841	4453	6892	7100	8796	6243
ADARB2	chr10	0	3	4	0	351	460	231	248	2	4	2	0	565	691	794	596
ADAT1	chr16	1626	1054	880	935	860	1052	555	555	1808	1869	1648	2298	838	888	1247	881
ADAT2	chr6	2580	1807	1630	2268	398	480	275	223	2312	3203	3363	3768	533	494	762	596
ADAT3	chr19	0	5	1	2	4	4	1	2	14	6	2	3	2	6	2	0
ADCK1	chr14	59	48	53	42	170	176	85	112	389	323	248	301	459	586	640	432
ADCK2	chr7	137	135	66	65	277	388	204	162	833	670	399	732	815	869	1071	580
ADCK5	chr8	6	19	10	5	29	29	17	14	121	60	30	32	62	80	103	47
ADCY1	chr7	3616	2719	1954	2459	13996	17779	9966	8814	5712	5894	4993	6852	22142	21884	29176	21051
ADCY10	chr1	146	101	109	136	173	164	100	132	48	58	63	65	83	72	109	114
ADCY2	chr5	86	80	57	55	4786	6226	3370	3065	134	149	124	191	7943	7949	10143	7157
ADCY3	chr2	297	273	135	193	570	792	382	335	1130	891	653	918	1341	1540	1941	1119
ADCY4	chr14	6	9	0	4	48	81	43	26	4	4	5	0	232	256	298	197
ADCY5	chr3	39	19	20	12	657	969	462	467	128	126	94	90	2611	3170	3934	2281
ADCY6	chr12	368	269	175	144	677	809	413	312	1713	1398	900	1364	2041	2433	3016	1737
ADCY7	chr16	64	71	33	37	50	74	32	24	261	198	108	145	50	69	66	40
ADCY8	chr8	158	136	80	84	867	1034	652	545	343	322	268	308	1058	1091	1502	1007
ADCY9	chr16	648	499	350	392	1098	1543	789	671	1301	1091	951	1165	1772	1945	2209	1493
ADCYAP1	chr18	4	4	3	2	119	182	116	67	6	0	2	6	308	212	309	234
ADCYAP1R1	chr7	32	33	26	30	5661	7339	3908	3389	54	74	60	84	8027	8018	10538	7408
ADD1	chr4	5046	3631	2597	3276	12163	15168	8630	7631	9118	8771	6771	9221	21647	22830	27814	19167
ADD2	chr2	1085	800	501	658	7893	10602	5529	4918	2177	2355	1851	2368	7116	7503	9816	7185
ADD3	chr10	10345	6962	6569	9193	20188	24395	15005	13988	9347	12805	13478	15348	24545	21514	29071	26266
ADGB	chr6	15	4	6	13	24	20	14	12	0	4	4	2	8	2	24	31
ADH1A	chr4	6	1	4	12	0	2	0	4	1	0	2	0	0	0	0	1
ADH1B	chr4	22	17	8	26	181	193	125	111	19	18	6	30	308	190	346	289
ADH1C	chr4	4	0	0	2	4	6	2	0	4	2	4	10	2	4	6	4
ADH4	chr4	378	231	194	272	10	11	9	6	520	675	616	741	0	0	2	12
ADH5	chr4	6486	4692	3707	5356	3104	3693	2292	2174	10647	13022	12350	15221	5965	5600	7292	5950
ADH6	chr4	622	408	404	440	6	9	9	11	925	1309	1306	1477	4	2	9	3
ADH7	chr4	0	0	2	2	0	0	1	0	0	0	2	0	0	0	0	0
ADHFE1	chr8	129	50	65	82	522	583	393	301	157	203	204	243	1053	967	1275	1014
ADI1	chr2	2285	1631	1407	1855	1276	1509	916	832	4829	5594	5252	6575	3315	3308	4154	3231
ADIG	chr20	0	0	0	0	4	2	0	2	0	0	0	0	2	0	0	2
ADIPOQ	chr3	0	0	8	0	0	0	0	2	0	2	0	0	6	2	2	8
ADIPOR1	chr1	4508	3108	2502	3192	2235	2896	1611	1410	9453	10800	9250	12086	5833	5618	7454	5512
ADIPOR2	chr12	5703	3803	2766	3561	4730	5868	3346	2968	10585	11868	10618	13801	11963	11590	15499	12045
ADK	chr10	2906	1879	1739	2279	1330	1769	963	932	3899	4972	5370	6142	1852	1695	2238	1905
ADM	chr11	944	803	572	804	154	180	112	66	2328	2172	1984	2318	322	346	496	336
ADM2	chr22	36	22	8	10	0	0	0	0	278	186	96	154	2	4	8	0
ADNP	chr20	13554	8848	7849	10357	7803	9304	5548	5259	15207	19608	19271	23104	10645	9945	13474	10636
ADNP2	chr18	4266	2880	2601	3464	1950	2256	1462	1267	3722	4432	4489	5462	1974	1795	2519	2005
ADO	chr10	3139	2218	2070	3144	3318	4002	2463	2356	3244	4784	4857	5742	6405	5580	7510	6564
ADORA1	chr1	7	6	2	6	392	500	250	247	76	66	20	48	1304	1752	1971	945
ADORA2A	chr22	2	3	2	0	8	9	5	4	16	6	2	0	11	36	16	15
ADORA2B	chr17	482	312	201	330	210	271	144	145	620	716	615	887	340	392	443	395
ADORA3	chr1	2	4	4	4	496	589	372	328	5	6	6	10	1106	920	1296	1037
ADPGK	chr15	3134	2228	1706	2010	1169	1412	834	754	5442	6584	5720	7155	2007	1754	2458	1947
ADPRH	chr3	103	87	82	68	131	171	62	110	240	278	337	332	292	304	391	264
ADPRHL1	chr13	42	24	8	24	92	148	51	63	126	117	92	134	223	258	367	207
ADRA1A	chr8	1	0	0	2	650	813	515	397	2	0	0	0	347	327	461	338
ADRA1B	chr5	2	0	0	0	72	111	25	30	27	8	5	24	154	232	328	213
ADRA1D	chr20	10	18	4	10	6	29	11	10	53	58	38	44	78	84	115	79
ADRA2A	chr10	14	6	6	10	240	226	128	97	32	44	18	52	580	596	689	536
ADRA2B	chr2	4	0	4	0	10	0	10	8	44	10	14	16	32	21	50	28
ADRA2C	chr4	16	20	10	14	12	8	18	7	166	114	62	106	50	64	72	22
ADRB1	chr10	78	65	54	88	459	587	369	335	84	92	108	148	689	635	967	677
ADRB2	chr5	164	107	89	126	117	159	86	85	150	201	128	200	137	82	111	134
ADRB3	chr8	2	0	2	0	2	2	2	12	0	4	4	0	6	10	0	4
ADRM1	chr20	83	85	42	39	123	175	87	55	1311	560	275	404	411	615	612	272
ADSL	chr22	1810	1227	881	938	816	1017	606	493	4925	4849	3270	5090	1237	1325	1678	1238
ADTRP	chr6	720	492	452	590	114	203	65	81	970	1261	1149	1640	201	202	337	225
AEBP1	chr7	172	164	75	71	257	344	155	138	3898	1995	937	1691	952	1269	1522	771
AEBP2	chr12	4245	2795	2934	4079	3267	3738	2351	2339	4119	5657	6081	6878	3032	2611	3476	2901
AEN	chr15	1267	801	608	676	220	307	149	170	2921	2717	1969	3219	560	590	748	490
AFAP1	chr4	1477	1167	850	1123	1431	1768	957	861	2497	2454	2105	2693	2421	2365	2902	2276
AFAP1L1	chr5	589	379	261	363	140	165	116	96	1004	1026	1129	1324	280	268	333	298
AFAP1L2	chr10	275	172	134	206	1304	1682	894	844	584	518	539	616	3293	3045	4233	3208
AFF1	chr4	10367	7027	6100	8414	3719	4911	2837	2527	7924	10372	10427	12370	4128	3910	5200	4352
AFF2	chrX	487	319	292	296	4370	5483	3253	2999	388	479	540	623	4166	3716	4978	3901
AFF3	chr2	1570	1190	991	1347	4699	6028	3503	2949	1872	2193	2211	2282	6974	6188	8344	6751
AFF4	chr5	21631	14899	13787	20186	19217	23039	13625	13052	13266	17443	18509	21210	18403	16830	22354	19448
AFG3L2	chr18	5054	3550	2733	3402	3229	3924	2348	2069	7175	8061	7242	9083	4819	4832	6470	4719
AFM	chr4	8	2	5	4	0	0	0	0	2	8	12	12	0	0	0	0
AFMID	chr17	275	249	125	114	338	447	235	234	1886	1458	993	1485	1210	1552	1920	1187
AFP	chr4	46793	31973	26599	36034	24	35	38	36	77786	99807	97816	120579	51	68	55	726
AFTPH	chr2	5073	3614	3212	4778	7596	8802	5420	4979	3472	4924	5436	5894	9257	7718	11084	9226
AGA	chr4	1071	820	710	982	594	604	383	346	1605	2046	2040	2375	1190	1001	1338	1133
AGAP1	chr2	1420	996	763	1029	3841	4905	2575	2404	1849	1739	1574	2121	4436	4344	5892	4465
AGAP2	chr12	29	23	23	17	1965	2572	1265	1084	127	97	50	85	5316	6270	7533	4381
AGAP3	chr7	410	325	233	232	818	1042	480	422	2171	1292	740	1217	3280	4121	5158	2697
AGAP4	chr10	22	18	14	12	24	51	8	14	46	64	33	64	90	81	88	99
AGAP5	chr10	0	0	0	0	0	1	0	1	2	0	0	3	0	1	3	2
AGAP6	chr10	600	393	291	376	324	384	165	188	998	1109	1131	1415	728	747	914	645
AGAP9	chr10	0	4	0	0	4	4	3	1	9	5	4	0	0	0	4	0
AGBL1	chr15	5	5	1	2	42	50	17	24	0	5	1	0	10	13	13	8
AGBL2	chr11	197	130	100	171	101	103	63	75	251	339	319	326	83	74	103	86
AGBL3	chr7	309	275	301	340	624	801	481	424	317	333	378	443	567	426	663	601
AGBL4	chr1	24	13	18	1	781	975	535	470	15	9	6	18	828	701	1038	731
AGBL5	chr2	716	506	322	319	580	803	426	389	2928	2369	1465	2169	946	1173	1430	929
AGER	chr6	28	35	25	24	14	37	26	11	241	208	102	196	100	127	144	81
AGFG1	chr2	7774	5042	4733	6956	5614	6558	3972	3817	5768	7828	8176	9140	5579	5034	6958	5604
AGFG2	chr7	421	263	207	217	554	745	363	323	1025	758	601	902	986	1133	1443	867
AGGF1	chr5	6225	4070	4082	5890	4423	5320	3170	3212	4940	6281	7128	8351	5730	4916	6668	5806
AGK	chr7	3036	2240	1797	2598	2654	3330	1962	1765	3987	5213	4684	5737	5026	4622	6214	4705
AGL	chr1	7692	5136	4912	7113	6089	7212	4473	4251	4419	5425	6639	7458	5648	4684	6625	5795
AGMAT	chr1	724	507	459	647	69	119	64	60	1088	1273	977	1349	102	87	151	121
AGMO	chr7	109	90	67	103	41	50	27	44	98	97	122	144	62	53	75	77
AGPAT1	chr6	338	240	152	157	574	631	353	282	2815	2211	1480	2222	2182	2602	3011	1940
AGPAT2	chr9	18	26	2	16	22	8	5	2	528	238	106	200	50	52	86	46
AGPAT3	chr21	1817	1363	997	1212	3209	3965	2178	2081	3976	3708	3153	4289	6686	7061	8469	6096
AGPAT4	chr6	879	725	574	739	3669	4812	2618	2495	1112	1169	1071	1253	5903	5763	7654	5570
AGPAT5	chr8	8396	5866	5274	7588	3895	4441	2476	2513	7185	9688	10098	11589	5063	4471	6178	5239
AGPS	chr2	15547	10601	10201	15092	5543	6709	4135	3923	10491	14267	15841	17385	5280	4403	6068	5133
AGR2	chr7	2255	1441	1252	1445	19	18	18	21	4045	5143	5034	6171	4	6	4	26
AGR3	chr7	235	115	108	219	1	2	0	1	261	397	345	490	4	0	0	16
AGRN	chr1	203	204	89	60	119	197	107	78	2365	1140	648	996	453	717	815	379
AGRP	chr16	1	2	0	0	3	3	5	6	2	0	0	0	2	0	3	2
AGT	chr1	1244	873	627	888	2632	3324	1757	1653	6294	4876	3553	4908	7420	8477	10502	6581
AGTPBP1	chr9	5931	4285	3690	5077	16715	19781	12133	11419	3658	4907	5188	5779	9022	7955	10059	8500
AGTR1	chr3	45	43	52	70	24	20	10	8	88	114	90	152	42	26	64	74
AGTR2	chrX	2	4	2	12	37	50	40	16	0	0	2	0	54	38	58	42
AGTRAP	chr1	91	62	32	21	33	40	8	9	570	304	158	260	90	149	139	82
AGXT	chr2	22	10	12	11	0	2	2	0	196	112	54	86	0	0	0	0
AGXT2	chr5	0	0	6	3	0	0	1	0	2	1	2	5	0	0	0	0
AHCTF1	chr1	12766	8634	7573	11059	5936	7206	4430	4077	7558	10273	10790	12488	4451	3806	5488	4519
AHCY	chr20	3150	2077	1619	1926	638	805	456	362	10566	10054	8189	10953	2168	2136	2899	1912
AHCYL1	chr1	9984	6861	5778	7692	21231	26019	14898	13935	17052	21776	19819	24526	42850	39485	52652	41142
AHCYL2	chr7	2106	1464	1078	1413	4677	5300	3176	2980	2920	3885	3612	4539	8258	7470	10475	7989
AHDC1	chr1	143	146	42	75	361	583	263	228	535	289	242	393	1108	1198	1533	849
AHI1	chr6	6120	4315	3994	5627	10569	12472	7632	7075	3372	4485	4693	5465	8553	7657	10015	8631
AHNAK	chr11	83528	57955	39527	44111	23266	30076	17354	14550	43982	45408	35721	48400	16631	16705	22818	16216
AHNAK2	chr14	2372	1726	1127	1259	2187	2916	1627	1397	3022	3172	2598	3264	2940	3092	4085	2846
AHR	chr7	17472	12254	11284	16004	2586	3078	1945	1771	6742	9465	10317	11751	1824	1563	2056	1783
AHRR	chr5	1046	800	636	927	59	48	52	16	1817	1872	1736	2106	143	127	185	140
AHSA1	chr14	2943	2036	1464	1453	2646	3390	1879	1831	8946	10063	7964	10493	8015	7857	10309	7646
AHSG	chr3	6583	4481	2975	3066	10	13	19	4	38168	36416	27415	37187	22	28	16	262
AHSP	chr16	4	0	2	4	0	0	0	0	10	8	4	12	4	2	2	0
AICDA	chr12	0	2	1	0	0	2	0	0	0	3	2	2	0	2	0	0
AIDA	chr1	1643	1194	1035	1654	853	1104	658	617	2372	3533	3589	4246	2096	1802	2404	2137
AIF1	chr6	343	331	174	183	376	392	162	223	1420	1260	1260	1420	892	818	1245	800
AIF1L	chr9	1396	1074	702	810	3309	4280	2222	2149	4060	4279	3563	4837	10015	9634	12898	9030
AIFM1	chrX	1368	913	644	743	671	882	494	412	4438	4850	3879	5100	1685	1663	2178	1535
AIFM2	chr10	131	126	59	76	140	237	110	114	917	594	441	579	358	396	464	310
AIFM3	chr22	6	2	6	0	83	141	54	50	18	26	10	14	277	481	564	240
AIG1	chr6	1556	994	924	1213	1860	2313	1334	1095	2456	2883	2639	3388	4292	4044	5112	3997
AIM2	chr1	110	92	61	99	49	48	44	34	126	110	139	191	27	20	72	18
AIMP1	chr4	4966	3416	3304	4329	1999	2338	1470	1417	6705	9256	9327	11018	3668	3414	4523	3844
AIMP2	chr7	520	346	244	253	137	170	126	97	1044	1063	872	1154	252	232	327	203
AIP	chr11	51	46	30	20	106	165	99	76	1119	478	210	342	537	832	948	416
AIPL1	chr17	0	0	0	0	2	4	2	0	2	0	0	4	6	8	8	0
AIRE	chr21	9	0	6	3	10	12	18	13	6	6	2	0	42	36	64	38
AJAP1	chr1	720	549	375	506	804	1015	582	457	966	1062	869	1065	638	650	752	581
AJUBA	chr14	2033	1396	1223	1700	64	69	37	28	3663	4465	3893	4729	124	126	130	164
AK1	chr9	21	9	3	9	82	117	51	48	111	81	55	94	233	296	312	201
AK2	chr1	8225	5694	4507	5266	1750	2257	1351	1216	16406	19729	18051	22247	3818	3504	4408	3662
AK3	chr9	6476	4365	4337	6675	3743	4272	2565	2520	7699	10199	10922	12315	7175	6231	8367	7419
AK4	chr1	8344	5799	4885	7216	4449	5439	3377	2932	9266	12019	12535	14579	6613	5942	8014	6404
AK5	chr1	285	249	224	251	13496	16860	9902	9151	310	344	331	455	24742	22682	30716	23737
AK7	chr14	163	103	114	159	199	257	119	154	257	373	288	372	302	235	390	284
AK8	chr9	10	13	9	5	60	36	21	36	43	19	21	18	85	97	147	63
AKAP1	chr17	2053	1644	1113	1519	1802	2434	1178	1147	4746	5229	4497	5962	4354	4324	5956	3961
AKAP10	chr17	3327	2403	1971	2553	3710	4905	2869	2664	3139	3984	4124	4655	4175	3920	5170	4087
AKAP11	chr13	15416	10340	9582	13917	44975	54072	33001	31516	7392	9765	10896	12364	35086	30221	40236	34832
AKAP12	chr6	7244	5169	4242	5385	28643	35458	20514	18364	8629	10464	9615	11903	27003	25225	33635	25933
AKAP13	chr15	6771	4727	3673	4299	3302	4077	2263	2207	3671	4339	4015	4924	2698	2670	3328	2481
AKAP14	chrX	7	9	3	5	30	14	40	15	3	5	1	7	50	30	69	37
AKAP17A	chrX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP17A	chrY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP3	chr12	80	50	56	36	171	132	93	91	128	116	111	171	194	143	176	195
AKAP4	chrX	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP5	chr14	641	454	372	585	1788	1982	1173	1074	178	184	213	237	802	624	889	777
AKAP6	chr14	974	686	506	742	28630	35065	21083	19030	594	742	724	924	20377	18735	24856	19998
AKAP7	chr6	640	523	461	748	1865	2288	1471	1331	806	1093	1191	1372	2007	1932	2507	2092
AKAP8	chr19	1122	800	559	692	844	1137	545	542	2596	2412	2177	2760	1942	1746	2288	1673
AKAP8L	chr19	521	414	214	180	1151	1566	745	681	2834	2189	1291	2108	3165	3732	4459	2782
AKAP9	chr7	30991	21391	20291	29768	22252	26370	16257	15181	8267	10526	10903	12719	10128	8790	11926	9945
AKIP1	chr11	483	354	240	274	410	442	239	212	1191	1260	1092	1325	729	797	1108	713
AKIRIN1	chr1	6286	4253	3785	5390	3452	4287	2423	2383	8711	11701	11706	13873	6739	5982	8092	7020
AKIRIN2	chr6	998	638	566	711	1324	1481	1003	758	2664	3411	3329	3869	4175	3843	5102	4272
AKNA	chr9	344	234	154	142	209	263	169	116	955	639	386	536	270	389	425	234
AKNAD1	chr1	33	23	15	13	36	36	19	36	35	55	16	44	35	33	63	65
AKR1A1	chr1	945	670	393	428	517	641	325	279	4244	3906	2771	3810	1694	1828	2324	1409
AKR1B1	chr7	1305	961	630	666	1239	1460	781	759	6630	6509	4499	7016	4365	4774	6346	3997
AKR1B10	chr7	212	193	120	198	0	7	4	5	551	611	515	689	2	0	0	6
AKR1B15	chr7	14	4	2	5	11	14	5	6	40	15	7	12	2	10	0	0
AKR1C1	chr10	1983	1421	1082	1412	415	507	304	278	4687	5045	4312	5708	578	707	1016	690
AKR1C2	chr10	973	573	449	697	176	274	145	140	1922	2296	2148	2490	422	400	511	396
AKR1C3	chr10	1222	836	636	739	177	244	152	121	3376	3488	3113	4069	539	589	741	510
AKR1C4	chr10	18	12	12	20	4	0	0	0	17	3	13	15	0	1	0	0
AKR1D1	chr7	173	101	102	120	0	0	0	0	235	219	257	290	0	0	2	0
AKR1E2	chr10	142	108	54	95	219	257	143	129	208	199	219	178	53	67	89	66
AKR7A2	chr1	344	237	143	160	288	463	223	233	1623	1291	908	1460	731	865	915	696
AKR7A3	chr1	27	26	10	18	31	45	19	21	39	36	19	27	50	51	73	34
AKT1	chr14	216	226	130	83	277	443	195	140	2888	1420	703	1065	908	1483	1614	735
AKT1S1	chr19	144	103	28	45	162	213	152	104	1532	1016	616	949	688	874	1109	560
AKT2	chr19	766	576	320	392	1203	1616	873	841	3576	2302	1380	2053	3209	3890	4634	2674
AKT3	chr1	5737	4083	3527	4932	29647	35352	21456	20000	3537	4596	4815	5633	15754	14243	18524	15412
AKTIP	chr16	565	369	279	325	1580	1794	1136	940	572	674	740	830	2711	2572	3388	2665
AL357673.1	chr1	197	144	131	148	74	119	48	56	519	517	479	617	245	314	283	203
AL445989.1	chr13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AL713999.1	chr1	4	0	0	4	1	2	0	1	5	1	1	2	0	4	2	3
ALAD	chr9	674	489	333	428	1559	2020	1153	987	2772	2864	2586	3360	7486	7386	9842	7164
ALAS1	chr3	1062	863	500	600	2088	2484	1454	1174	3171	3227	2264	3068	4385	4564	6077	4090
ALAS2	chrX	253	188	86	91	18	29	14	12	1230	1074	623	1078	16	8	9	39
ALB	chr4	79236	52803	40210	50196	82	63	88	62	140347	180589	164940	207563	140	193	161	1273
ALCAM	chr3	14315	9650	9106	13355	10451	11981	7701	7444	9122	11811	12920	14404	16098	13757	18142	16080
ALDH16A1	chr19	65	36	27	21	27	46	27	30	343	266	138	257	98	120	148	64
ALDH18A1	chr10	4547	3337	2249	2835	1143	1506	813	762	9383	10660	8632	11336	2277	2098	2853	2145
ALDH1A1	chr9	2154	1480	1119	1520	6549	7842	4512	4161	3277	4565	4462	5049	13780	12589	16292	13712
ALDH1A2	chr15	5096	3534	2856	3450	210	270	141	165	9276	10771	9422	12217	381	302	464	402
ALDH1A3	chr15	422	227	220	286	464	523	319	278	415	518	554	745	897	771	1036	925
ALDH1B1	chr9	1785	1264	926	1343	302	476	250	222	3308	3713	3291	4088	498	587	702	603
ALDH1L1	chr3	61	35	48	27	892	1283	638	528	233	144	96	120	1987	2713	3065	1534
ALDH1L2	chr12	1202	781	693	1023	1094	1310	816	787	1031	1327	1310	1484	1860	1663	2277	1750
ALDH2	chr12	428	298	260	392	2168	2764	1467	1426	1225	1316	1379	1551	9169	8648	11527	8945
ALDH3A1	chr17	8	4	6	3	2	2	0	0	101	31	23	42	4	10	14	10
ALDH3A2	chr17	4209	2967	2567	3195	4563	5685	3469	3165	5379	6685	6561	7561	7053	6763	9194	7267
ALDH3B1	chr11	272	161	131	160	32	69	43	31	988	848	395	729	82	101	100	68
ALDH3B2	chr11	14	9	6	0	0	0	0	2	64	48	46	52	0	0	0	0
ALDH4A1	chr1	56	56	32	16	129	176	88	84	684	388	256	403	568	714	893	472
ALDH5A1	chr6	2003	1320	1218	1611	4693	6009	3442	3169	3222	3805	3783	4441	9764	8769	11784	9419
ALDH6A1	chr14	2820	2039	1707	2660	8765	10707	6284	5909	2393	2850	2816	3589	10841	10193	13174	10807
ALDH7A1	chr5	1462	1012	860	1120	1922	2390	1443	1391	3689	4400	3810	4747	4662	4389	6242	4736
ALDH8A1	chr6	18	18	24	25	166	199	108	74	37	43	58	90	280	319	406	251
ALDH9A1	chr1	3750	2706	2193	2882	2810	3394	1985	1871	6497	8525	8217	9783	6126	5556	7613	5803
ALDOA	chr16	3797	3089	1668	1419	4128	5661	2707	2289	52322	24277	13037	20589	15102	22384	25328	11734
ALDOB	chr9	16	17	18	22	141	220	103	111	4	22	16	38	126	106	117	115
ALDOC	chr17	517	452	223	212	10640	14970	7558	6153	5107	4031	2227	3566	37668	46329	56719	32923
ALG1	chr16	190	160	102	91	139	180	99	84	761	555	412	531	279	240	385	223
ALG10	chr12	2126	1483	1408	2255	397	558	341	343	480	724	821	835	162	124	126	126
ALG10B	chr12	1815	1147	1034	1688	730	901	532	530	533	695	816	907	263	187	323	270
ALG11	chr13	1018	713	619	916	719	899	518	520	561	752	765	1005	338	359	430	363
ALG12	chr22	143	112	76	91	127	192	60	59	496	357	212	308	242	216	253	142
ALG13	chrX	4265	2723	2568	3930	1982	2397	1368	1471	4187	5750	5821	6470	2727	2495	3391	2652
ALG14	chr1	285	173	189	272	193	264	141	125	358	568	571	692	457	406	469	386
ALG1L	chr3	2	2	0	1	3	3	5	3	14	5	8	7	9	14	8	5
ALG2	chr9	2401	1711	1437	2128	1263	1495	932	831	3159	4314	4155	4873	2084	1818	2654	1950
ALG3	chr3	286	210	138	133	87	132	93	89	2072	1633	984	1541	318	343	508	309
ALG5	chr13	1962	1342	1098	1502	599	878	510	563	2591	3430	3864	3993	1273	1179	1530	1269
ALG6	chr1	3032	2250	2048	2999	916	1086	641	670	2448	3412	3822	4261	914	845	1237	1121
ALG8	chr11	4993	3318	2755	3821	1048	1278	763	779	6314	8233	7929	9523	1881	1574	2135	1843
ALG9	chr11	1042	688	736	968	992	1267	830	723	1146	1520	1608	1948	1498	1381	1798	1359
ALK	chr2	109	69	69	60	174	259	123	94	138	121	115	121	172	163	286	155
ALKBH1	chr14	831	624	463	633	577	647	298	364	1224	1390	1403	1652	803	744	1047	906
ALKBH2	chr12	236	161	80	90	150	193	95	83	1024	683	488	706	347	367	408	279
ALKBH3	chr11	606	404	292	329	529	711	331	311	1113	1332	945	1327	1011	892	1260	843
ALKBH4	chr7	63	38	14	11	111	143	46	55	367	199	90	204	266	293	430	189
ALKBH5	chr17	2092	1747	1297	1443	2005	2885	1499	1411	6054	5423	4478	5656	4795	5329	6476	4534
ALKBH6	chr19	131	97	68	90	129	176	95	102	363	378	282	392	281	387	483	400
ALKBH7	chr19	2	10	5	6	22	30	12	0	208	67	50	65	146	179	196	127
ALKBH8	chr11	1677	1139	983	1378	839	1003	549	622	1388	1794	1991	2205	1131	932	1306	1081
ALLC	chr2	15	2	0	4	11	16	4	7	1	8	2	6	38	25	24	26
ALMS1	chr2	14040	9166	7661	9672	14585	18187	10739	9967	3992	5348	4967	5591	2378	2195	3024	2328
ALOX12	chr17	66	57	41	44	93	98	77	69	65	65	70	93	49	50	95	55
ALOX12B	chr17	2	0	0	0	8	9	8	8	28	2	6	8	53	46	46	24
ALOX15	chr17	16	8	8	14	3	0	0	4	42	39	36	47	14	10	21	4
ALOX15B	chr17	2	0	0	2	20	30	6	10	15	8	2	2	45	30	52	30
ALOX5	chr10	37	24	12	14	395	499	278	219	96	110	56	88	898	883	1179	706
ALOX5AP	chr13	34	30	28	16	246	285	179	142	89	112	115	174	576	498	755	447
ALOXE3	chr17	2	4	1	1	21	36	14	23	42	8	6	23	96	113	157	71
ALPI	chr2	1	2	0	0	0	0	0	0	35	20	6	16	0	0	0	0
ALPK1	chr4	1239	872	736	959	489	585	334	365	899	1263	1288	1286	487	429	689	523
ALPK2	chr18	1209	747	485	619	4	6	6	6	1287	1567	1395	1656	10	2	12	20
ALPK3	chr15	231	174	135	121	156	240	149	109	471	468	363	426	350	341	422	283
ALPL	chr1	40	38	24	8	165	173	106	100	284	203	111	156	438	662	752	423
ALPP	chr2	4	2	0	2	0	0	0	0	38	16	14	24	1	0	0	0
ALS2	chr2	3312	2245	1840	2631	12591	15105	8992	8366	3088	4050	3771	4516	16327	15506	20535	16048
ALS2CL	chr3	88	58	35	40	240	248	145	119	348	268	144	203	608	786	926	547
ALX1	chr12	456	322	277	289	4	4	2	4	769	962	843	1051	6	0	4	14
ALX3	chr1	0	0	2	0	2	8	0	0	0	0	0	0	0	8	4	0
ALX4	chr11	97	45	40	70	49	77	50	47	166	144	114	146	28	14	34	21
ALYREF	chr17	635	566	444	591	164	255	123	129	2226	1517	1122	1348	322	382	500	282
AMACR	chr5	101	80	67	88	101	124	104	68	141	104	108	127	134	129	200	134
AMBN	chr4	53	43	46	67	18	6	2	0	91	99	37	114	2	14	8	10
AMBP	chr9	1459	1063	725	817	10	11	2	4	8926	7077	4973	6944	3	3	10	85
AMBRA1	chr11	1021	750	533	706	1172	1532	875	717	1458	1061	736	1108	1467	1559	1971	1186
AMD1	chr6	15455	10296	9489	14052	12153	14369	8908	8608	13066	18016	19317	21730	17946	15483	21086	17618
AMDHD1	chr12	211	140	142	177	64	82	66	32	333	383	351	426	152	134	193	140
AMDHD2	chr16	2	0	1	4	9	20	3	9	79	10	8	19	33	39	38	8
AMELX	chrX	27	16	17	33	2	1	1	2	4	2	0	2	1	1	2	0
